system:index,elevation_m,flood_label,rainfall_mm,river_proximity,slope_deg,.geo
28,754,0,255.80596493199118,1,1.0135278112934638,"{""type"":""MultiPoint"",""coordinates"":[]}"
29,351,0,6.330271020421954,1,0.30802456200113004,"{""type"":""MultiPoint"",""coordinates"":[]}"
30,122,0,479.624693378027,1,0.04327907389769833,"{""type"":""MultiPoint"",""coordinates"":[]}"
32,349,0,159.4703122108665,1,1.8625862278504288,"{""type"":""MultiPoint"",""coordinates"":[]}"
34,671,0,455.0531743312822,1,3.7456164671774945,"{""type"":""MultiPoint"",""coordinates"":[]}"
35,462,0,5.6560279031982645,1,0.24047175473217983,"{""type"":""MultiPoint"",""coordinates"":[]}"
36,232,0,295.2801834883109,1,0.06679193167258526,"{""type"":""MultiPoint"",""coordinates"":[]}"
37,313,0,250.02496781526781,1,3.090463550420372,"{""type"":""MultiPoint"",""coordinates"":[]}"
40,462,0,87.48604230388446,1,0.2082562056777509,"{""type"":""MultiPoint"",""coordinates"":[]}"
42,4,0,305.2197457813475,1,0.030954949566373725,"{""type"":""MultiPoint"",""coordinates"":[]}"
44,261,0,132.10623520181252,1,0.6375491645940319,"{""type"":""MultiPoint"",""coordinates"":[]}"
45,224,0,47.63100928394124,1,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
48,41,0,185.9346517561935,1,0.11223120188354668,"{""type"":""MultiPoint"",""coordinates"":[]}"
50,363,0,518.8800081105437,1,0.36903294427391287,"{""type"":""MultiPoint"",""coordinates"":[]}"
51,321,0,315.5665729698085,1,0.2523766937451898,"{""type"":""MultiPoint"",""coordinates"":[]}"
53,136,0,10.573979577980936,1,0.22213641685890778,"{""type"":""MultiPoint"",""coordinates"":[]}"
54,569,0,53.66170218626695,1,2.963210502055238,"{""type"":""MultiPoint"",""coordinates"":[]}"
56,156,0,211.7717363487027,1,0.25084143680552645,"{""type"":""MultiPoint"",""coordinates"":[]}"
57,216,0,9.556168280774727,1,0.11593620909184406,"{""type"":""MultiPoint"",""coordinates"":[]}"
58,303,0,220.9789629626921,1,0.38326754741276764,"{""type"":""MultiPoint"",""coordinates"":[]}"
59,317,0,66.53603326863038,1,0.23187146880726955,"{""type"":""MultiPoint"",""coordinates"":[]}"
60,338,0,326.92267630109126,1,0.43876366824401664,"{""type"":""MultiPoint"",""coordinates"":[]}"
61,397,0,461.47915199145905,1,2.8970304020041207,"{""type"":""MultiPoint"",""coordinates"":[]}"
62,360,0,221.1241017423563,1,0.1910441365296937,"{""type"":""MultiPoint"",""coordinates"":[]}"
63,344,0,261.11201572979917,1,0.09890969326515138,"{""type"":""MultiPoint"",""coordinates"":[]}"
64,283,0,0.0,1,0.07137972640901562,"{""type"":""MultiPoint"",""coordinates"":[]}"
65,335,0,220.09453159886831,1,2.585220572448491,"{""type"":""MultiPoint"",""coordinates"":[]}"
66,276,0,235.7676650734116,1,0.31882171948109994,"{""type"":""MultiPoint"",""coordinates"":[]}"
67,199,0,5.969084901735187,1,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
68,57,0,243.8921027544251,1,0.12035630085979573,"{""type"":""MultiPoint"",""coordinates"":[]}"
69,270,0,288.70311903468166,1,0.266717011893382,"{""type"":""MultiPoint"",""coordinates"":[]}"
70,442,0,166.60249288157175,1,0.5146669201633316,"{""type"":""MultiPoint"",""coordinates"":[]}"
71,318,0,252.4449710207709,1,0.659262748862035,"{""type"":""MultiPoint"",""coordinates"":[]}"
72,443,0,57.48821196150675,1,1.765745882670166,"{""type"":""MultiPoint"",""coordinates"":[]}"
75,440,0,204.37877709965687,1,0.8589295878049805,"{""type"":""MultiPoint"",""coordinates"":[]}"
76,273,0,135.96449869798562,1,0.3247996667850846,"{""type"":""MultiPoint"",""coordinates"":[]}"
78,247,0,2.932699711062014,1,0.5804311472924808,"{""type"":""MultiPoint"",""coordinates"":[]}"
79,334,0,4.92276342806872,1,0.8208109515350112,"{""type"":""MultiPoint"",""coordinates"":[]}"
80,59,0,7.3206781980698,1,0.18944597084107262,"{""type"":""MultiPoint"",""coordinates"":[]}"
82,38,0,382.032242917796,1,0.07082314582722375,"{""type"":""MultiPoint"",""coordinates"":[]}"
83,2043,0,54.0318463434251,1,15.301952437479207,"{""type"":""MultiPoint"",""coordinates"":[]}"
84,547,0,69.71794996662098,1,0.2578554802645949,"{""type"":""MultiPoint"",""coordinates"":[]}"
85,118,0,336.66419898098707,1,0.23758291686913624,"{""type"":""MultiPoint"",""coordinates"":[]}"
87,187,0,575.1391312772757,1,0.04396622879556633,"{""type"":""MultiPoint"",""coordinates"":[]}"
89,1023,0,18.544851257436676,1,2.137579312307603,"{""type"":""MultiPoint"",""coordinates"":[]}"
91,152,0,266.34632714994746,1,0.7327859919877864,"{""type"":""MultiPoint"",""coordinates"":[]}"
95,214,0,34.00359746720642,1,0.03352367822512535,"{""type"":""MultiPoint"",""coordinates"":[]}"
96,140,0,12.949970059549404,1,0.27627721855092446,"{""type"":""MultiPoint"",""coordinates"":[]}"
98,114,0,0.0,1,0.284675865887272,"{""type"":""MultiPoint"",""coordinates"":[]}"
100,272,0,386.16609367838925,1,0.18911825184443312,"{""type"":""MultiPoint"",""coordinates"":[]}"
102,266,0,20.19699043610697,1,1.3652752141531308,"{""type"":""MultiPoint"",""coordinates"":[]}"
103,755,0,1.0586234931834042,1,8.717751991292284,"{""type"":""MultiPoint"",""coordinates"":[]}"
104,346,0,293.71069278274064,1,0.08553178977296748,"{""type"":""MultiPoint"",""coordinates"":[]}"
106,316,0,2.9088518931530416E-4,1,0.17390401695638008,"{""type"":""MultiPoint"",""coordinates"":[]}"
107,163,0,30.826292260073892,1,0.42384020339567313,"{""type"":""MultiPoint"",""coordinates"":[]}"
109,593,0,81.96023217746915,1,0.44798260662929484,"{""type"":""MultiPoint"",""coordinates"":[]}"
110,50,0,6.783937815576792,1,0.10761763860683175,"{""type"":""MultiPoint"",""coordinates"":[]}"
113,272,0,224.3446792521529,1,0.3430573786305285,"{""type"":""MultiPoint"",""coordinates"":[]}"
114,780,0,6.752899429457102,1,5.125133759774074,"{""type"":""MultiPoint"",""coordinates"":[]}"
115,394,0,328.16862403811683,1,0.23798654801888874,"{""type"":""MultiPoint"",""coordinates"":[]}"
116,132,0,223.3131703846011,1,1.069688776233962,"{""type"":""MultiPoint"",""coordinates"":[]}"
117,46,0,7.3825047651332,1,0.45472316274157165,"{""type"":""MultiPoint"",""coordinates"":[]}"
118,90,0,237.6430475351808,1,0.03251680119283063,"{""type"":""MultiPoint"",""coordinates"":[]}"
119,171,0,21.767537532680624,1,0.7028324249101087,"{""type"":""MultiPoint"",""coordinates"":[]}"
120,154,0,19.52410696051957,1,0.41590184774384736,"{""type"":""MultiPoint"",""coordinates"":[]}"
121,700,0,440.7474121940322,1,0.9130097294107982,"{""type"":""MultiPoint"",""coordinates"":[]}"
122,107,0,5.348231501760893,1,5.668812074602537,"{""type"":""MultiPoint"",""coordinates"":[]}"
123,317,0,359.23885478659423,1,0.1275437083066204,"{""type"":""MultiPoint"",""coordinates"":[]}"
124,381,0,1.0437014617491513,1,0.3319948948323605,"{""type"":""MultiPoint"",""coordinates"":[]}"
128,321,0,245.9839346064963,1,1.8815625218040666,"{""type"":""MultiPoint"",""coordinates"":[]}"
129,334,0,77.59285599831492,1,4.483789727413532,"{""type"":""MultiPoint"",""coordinates"":[]}"
133,833,0,407.36387310212467,1,8.003472383349154,"{""type"":""MultiPoint"",""coordinates"":[]}"
136,503,0,0.7793639722076477,1,0.2584654851640537,"{""type"":""MultiPoint"",""coordinates"":[]}"
137,249,0,0.537573856767267,1,0.20539060911567833,"{""type"":""MultiPoint"",""coordinates"":[]}"
138,300,0,207.36793641895102,1,2.0329752060188535,"{""type"":""MultiPoint"",""coordinates"":[]}"
140,165,0,349.8913171380409,1,0.06659423875372655,"{""type"":""MultiPoint"",""coordinates"":[]}"
141,257,0,109.03355944631558,1,0.057968163882486136,"{""type"":""MultiPoint"",""coordinates"":[]}"
142,54,0,203.78621152111737,1,0.057968163882486136,"{""type"":""MultiPoint"",""coordinates"":[]}"
143,367,0,2.260642062574334,1,0.46845668229172316,"{""type"":""MultiPoint"",""coordinates"":[]}"
145,59,0,184.40153080050368,1,1.3608678493405089,"{""type"":""MultiPoint"",""coordinates"":[]}"
146,3792,0,81.36979990922953,1,21.751869518484902,"{""type"":""MultiPoint"",""coordinates"":[]}"
149,227,0,181.07583200062757,1,0.06630103738615947,"{""type"":""MultiPoint"",""coordinates"":[]}"
150,60,0,251.06965500776573,1,0.1739040169563106,"{""type"":""MultiPoint"",""coordinates"":[]}"
151,257,0,47.09535995544866,1,0.27693909107289977,"{""type"":""MultiPoint"",""coordinates"":[]}"
152,148,0,215.97838630091363,1,0.028984089358343693,"{""type"":""MultiPoint"",""coordinates"":[]}"
153,126,0,339.9444697347127,1,0.2953654197991973,"{""type"":""MultiPoint"",""coordinates"":[]}"
154,727,0,2.9599843686446548,1,4.667104938447945,"{""type"":""MultiPoint"",""coordinates"":[]}"
157,169,0,139.3008135459392,1,0.14810641764886429,"{""type"":""MultiPoint"",""coordinates"":[]}"
158,490,0,7.7869097869843245,1,0.2962621685766686,"{""type"":""MultiPoint"",""coordinates"":[]}"
159,1406,0,146.0392434393458,1,5.384160544648622,"{""type"":""MultiPoint"",""coordinates"":[]}"
160,301,0,8.426234939077403,1,0.1942768320468961,"{""type"":""MultiPoint"",""coordinates"":[]}"
161,188,0,109.90991988359019,1,0.14492015010911335,"{""type"":""MultiPoint"",""coordinates"":[]}"
162,403,0,2.4215548927895725,1,2.9483073891656297,"{""type"":""MultiPoint"",""coordinates"":[]}"
165,76,0,191.7643288091058,1,0.0664010115399694,"{""type"":""MultiPoint"",""coordinates"":[]}"
169,632,0,270.5745723891174,1,1.7685812860363765,"{""type"":""MultiPoint"",""coordinates"":[]}"
171,819,0,0.5380920181050897,1,0.47784893415343166,"{""type"":""MultiPoint"",""coordinates"":[]}"
172,337,0,78.12998990233973,1,0.6004221549340635,"{""type"":""MultiPoint"",""coordinates"":[]}"
173,444,0,291.0330717013276,1,1.1819394361536457,"{""type"":""MultiPoint"",""coordinates"":[]}"
176,268,0,77.60664421479392,1,0.1521646744325991,"{""type"":""MultiPoint"",""coordinates"":[]}"
177,399,0,229.8357318597815,1,0.9896101254546192,"{""type"":""MultiPoint"",""coordinates"":[]}"
179,693,0,1.7892424819874577,1,0.10803693662475328,"{""type"":""MultiPoint"",""coordinates"":[]}"
183,235,0,295.4264633319981,1,0.3724541854822644,"{""type"":""MultiPoint"",""coordinates"":[]}"
184,515,0,9.749610261787893,1,6.789931193830389,"{""type"":""MultiPoint"",""coordinates"":[]}"
185,423,0,1.149609656771645,1,0.44377659586442275,"{""type"":""MultiPoint"",""coordinates"":[]}"
186,434,0,22.229965929873288,1,0.38099609097389353,"{""type"":""MultiPoint"",""coordinates"":[]}"
190,133,0,229.1291388678618,1,0.11185851315719374,"{""type"":""MultiPoint"",""coordinates"":[]}"
192,199,0,2.0820496287196875,1,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
193,250,0,598.9641806085024,1,0.24844942417059757,"{""type"":""MultiPoint"",""coordinates"":[]}"
194,539,0,4.4200598411262035,1,2.1244564731309636,"{""type"":""MultiPoint"",""coordinates"":[]}"
195,704,0,243.42224144691136,1,8.478466743018297,"{""type"":""MultiPoint"",""coordinates"":[]}"
199,1325,0,16.053498225286603,1,3.0693741775181613,"{""type"":""MultiPoint"",""coordinates"":[]}"
200,75,0,315.70967104406736,1,1.819004550401479,"{""type"":""MultiPoint"",""coordinates"":[]}"
201,53,0,191.43469742767047,1,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
207,517,0,110.36942780380195,1,0.15298670710141238,"{""type"":""MultiPoint"",""coordinates"":[]}"
210,500,0,131.09238010057015,1,0.1574045306961437,"{""type"":""MultiPoint"",""coordinates"":[]}"
211,488,0,92.54142800788722,1,0.24641163994978502,"{""type"":""MultiPoint"",""coordinates"":[]}"
212,312,0,217.49282712416243,1,0.19552667164284776,"{""type"":""MultiPoint"",""coordinates"":[]}"
213,620,0,1.1564979747636244,1,0.9981588764752759,"{""type"":""MultiPoint"",""coordinates"":[]}"
215,9,0,337.7559194735113,1,0.028984089358343693,"{""type"":""MultiPoint"",""coordinates"":[]}"
217,467,0,76.86115408583282,1,0.32437524580853616,"{""type"":""MultiPoint"",""coordinates"":[]}"
219,96,0,320.92717869232,1,0.16499576199827815,"{""type"":""MultiPoint"",""coordinates"":[]}"
221,300,0,89.02444195106727,1,0.4914230394852646,"{""type"":""MultiPoint"",""coordinates"":[]}"
223,102,0,16.068091266788542,1,0.2965204168089508,"{""type"":""MultiPoint"",""coordinates"":[]}"
225,44,0,441.30836310089387,1,0.13022736335962823,"{""type"":""MultiPoint"",""coordinates"":[]}"
226,297,0,304.28632368412747,1,0.14824165994834018,"{""type"":""MultiPoint"",""coordinates"":[]}"
227,5,0,353.6748220344752,1,0.08476527155986674,"{""type"":""MultiPoint"",""coordinates"":[]}"
228,176,0,299.2744922930423,1,0.0579681638825093,"{""type"":""MultiPoint"",""coordinates"":[]}"
229,190,1,2.5674986839294434,1,0.11593620909182091,"{""type"":""MultiPoint"",""coordinates"":[]}"
230,432,0,2.6949929668335244,1,4.446480370451169,"{""type"":""MultiPoint"",""coordinates"":[]}"
234,161,0,0.03168255090713501,1,0.1300918121608204,"{""type"":""MultiPoint"",""coordinates"":[]}"
236,816,0,8.062373455613852,1,0.3847360473209178,"{""type"":""MultiPoint"",""coordinates"":[]}"
238,4213,1,187.84366964371875,1,30.813336031289687,"{""type"":""MultiPoint"",""coordinates"":[]}"
239,200,0,37.65557128663186,1,1.0901056191499126,"{""type"":""MultiPoint"",""coordinates"":[]}"
241,571,0,410.5730243384734,1,6.53670233466186,"{""type"":""MultiPoint"",""coordinates"":[]}"
242,220,0,2.5324432151392102,1,0.14372650662987638,"{""type"":""MultiPoint"",""coordinates"":[]}"
243,179,0,503.55772114849617,1,0.02898408935833211,"{""type"":""MultiPoint"",""coordinates"":[]}"
244,100,0,271.2540490674146,1,0.06646414179082626,"{""type"":""MultiPoint"",""coordinates"":[]}"
245,353,0,55.67300210427493,1,0.7666246175087551,"{""type"":""MultiPoint"",""coordinates"":[]}"
246,299,0,304.28632368412747,1,0.29800217883120517,"{""type"":""MultiPoint"",""coordinates"":[]}"
248,79,0,221.64194455717936,1,0.47449760046759093,"{""type"":""MultiPoint"",""coordinates"":[]}"
249,419,0,217.35211744213834,1,0.3078562332419998,"{""type"":""MultiPoint"",""coordinates"":[]}"
251,185,0,246.7097319860477,1,0.15675579578360596,"{""type"":""MultiPoint"",""coordinates"":[]}"
252,453,0,185.66269142854435,1,2.0719563786687267,"{""type"":""MultiPoint"",""coordinates"":[]}"
254,526,0,57.9319679424964,1,0.9547029231089454,"{""type"":""MultiPoint"",""coordinates"":[]}"
255,14,0,9.014822448981697,1,0.03020030445776548,"{""type"":""MultiPoint"",""coordinates"":[]}"
257,341,0,25.659489159326768,1,0.2680958785379405,"{""type"":""MultiPoint"",""coordinates"":[]}"
258,115,0,328.0415883217031,1,0.09723019788422503,"{""type"":""MultiPoint"",""coordinates"":[]}"
259,283,0,310.1906227306536,1,0.1045512302000725,"{""type"":""MultiPoint"",""coordinates"":[]}"
260,227,0,182.0990852107352,1,0.09307353296365073,"{""type"":""MultiPoint"",""coordinates"":[]}"
261,337,0,41.775955692632124,1,1.9673314460091613,"{""type"":""MultiPoint"",""coordinates"":[]}"
263,397,0,298.0589144429323,1,0.2137009049820872,"{""type"":""MultiPoint"",""coordinates"":[]}"
264,208,0,0.7651231826166622,1,0.21681637480974983,"{""type"":""MultiPoint"",""coordinates"":[]}"
267,201,0,152.86986339411084,1,0.7381154664206909,"{""type"":""MultiPoint"",""coordinates"":[]}"
268,315,0,4.248588606715202,1,0.5108749303256697,"{""type"":""MultiPoint"",""coordinates"":[]}"
270,162,0,4.6203151335939765,1,0.09436800494700491,"{""type"":""MultiPoint"",""coordinates"":[]}"
271,258,0,96.175042464521,1,0.03357221449128248,"{""type"":""MultiPoint"",""coordinates"":[]}"
272,457,0,67.20970951277391,1,9.95749549783612,"{""type"":""MultiPoint"",""coordinates"":[]}"
273,270,0,303.3456791091012,1,0.26348051920064086,"{""type"":""MultiPoint"",""coordinates"":[]}"
274,107,0,11.090034849064065,1,0.6321973793629692,"{""type"":""MultiPoint"",""coordinates"":[]}"
276,18,0,2.461256126422086,1,0.08981391619931516,"{""type"":""MultiPoint"",""coordinates"":[]}"
277,70,0,219.126266258654,1,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
278,316,0,274.53496728854697,1,0.16605106957496343,"{""type"":""MultiPoint"",""coordinates"":[]}"
279,150,0,5.264492220710963,1,0.21397559825647677,"{""type"":""MultiPoint"",""coordinates"":[]}"
282,367,0,50.44829366589693,1,1.5080777786994142,"{""type"":""MultiPoint"",""coordinates"":[]}"
283,830,0,367.09116421583605,1,10.373452714861422,"{""type"":""MultiPoint"",""coordinates"":[]}"
284,134,0,17.461342434516396,1,0.29991978545146813,"{""type"":""MultiPoint"",""coordinates"":[]}"
285,67,1,0.0,1,0.28150469412161105,"{""type"":""MultiPoint"",""coordinates"":[]}"
286,90,0,175.06648692453746,1,0.03210699267247615,"{""type"":""MultiPoint"",""coordinates"":[]}"
288,66,0,380.1317489947131,1,0.32155855602194083,"{""type"":""MultiPoint"",""coordinates"":[]}"
289,96,0,327.10379272108213,1,0.03254509334677372,"{""type"":""MultiPoint"",""coordinates"":[]}"
290,118,0,348.90753150790016,1,0.02898408935833211,"{""type"":""MultiPoint"",""coordinates"":[]}"
291,476,0,25.75426161189915,1,0.4455247328417471,"{""type"":""MultiPoint"",""coordinates"":[]}"
292,269,0,1.884750814177096,1,0.6203544844154254,"{""type"":""MultiPoint"",""coordinates"":[]}"
293,973,0,97.77907982451912,1,8.188424692744228,"{""type"":""MultiPoint"",""coordinates"":[]}"
294,486,0,2.632593467104016,1,1.2417981833930016,"{""type"":""MultiPoint"",""coordinates"":[]}"
296,360,0,48.65599060479144,1,0.5743513204376799,"{""type"":""MultiPoint"",""coordinates"":[]}"
297,182,0,318.54129046807066,1,0.043777918064364374,"{""type"":""MultiPoint"",""coordinates"":[]}"
298,130,0,3.301246730843559,1,0.31589104579362687,"{""type"":""MultiPoint"",""coordinates"":[]}"
299,59,0,193.02280273870565,1,0.08684413135071394,"{""type"":""MultiPoint"",""coordinates"":[]}"
301,118,0,355.8516985846719,1,0.02898408935833211,"{""type"":""MultiPoint"",""coordinates"":[]}"
302,128,0,19.62114318678107,1,0.2512341658762028,"{""type"":""MultiPoint"",""coordinates"":[]}"
303,47,0,158.7623027881491,1,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
305,235,0,406.3209636497445,1,0.03120107755671714,"{""type"":""MultiPoint"",""coordinates"":[]}"
306,88,0,27.335924498011025,1,1.0785624322529421,"{""type"":""MultiPoint"",""coordinates"":[]}"
307,214,0,181.17197646272854,1,0.37023530690653106,"{""type"":""MultiPoint"",""coordinates"":[]}"
309,764,0,136.57391512467592,1,2.267469309449756,"{""type"":""MultiPoint"",""coordinates"":[]}"
310,714,0,329.3869588272064,1,3.3482323231539124,"{""type"":""MultiPoint"",""coordinates"":[]}"
312,180,0,162.1665480004387,1,0.5222863577901654,"{""type"":""MultiPoint"",""coordinates"":[]}"
313,359,0,36.591035621706396,1,1.481880512108199,"{""type"":""MultiPoint"",""coordinates"":[]}"
314,363,0,6.701412834940129,1,0.2978584932458812,"{""type"":""MultiPoint"",""coordinates"":[]}"
315,572,0,432.6292980557191,1,0.4854777319197552,"{""type"":""MultiPoint"",""coordinates"":[]}"
316,1570,0,6.484855973803885,1,20.619254646967093,"{""type"":""MultiPoint"",""coordinates"":[]}"
318,2215,0,204.96714334801297,1,18.421050877037313,"{""type"":""MultiPoint"",""coordinates"":[]}"
319,60,0,196.50193576936,1,0.03236000811584581,"{""type"":""MultiPoint"",""coordinates"":[]}"
320,256,0,254.98858864902286,1,5.664781698794847,"{""type"":""MultiPoint"",""coordinates"":[]}"
322,156,0,203.94669594622263,1,0.028984089358343693,"{""type"":""MultiPoint"",""coordinates"":[]}"
323,652,0,175.30681656090383,1,1.0908302398036072,"{""type"":""MultiPoint"",""coordinates"":[]}"
324,266,0,99.95806294376962,1,0.06700182267468753,"{""type"":""MultiPoint"",""coordinates"":[]}"
325,291,0,213.59470889619843,1,0.5406591151586495,"{""type"":""MultiPoint"",""coordinates"":[]}"
326,246,0,4.587362042628229,1,0.31827389330209077,"{""type"":""MultiPoint"",""coordinates"":[]}"
328,138,0,2.1354998550377786,1,0.21096853637736523,"{""type"":""MultiPoint"",""coordinates"":[]}"
329,553,0,457.65305615595634,1,6.189708547306782,"{""type"":""MultiPoint"",""coordinates"":[]}"
330,299,0,89.8388315591987,1,0.08699334269229231,"{""type"":""MultiPoint"",""coordinates"":[]}"
331,560,0,598.844569271896,1,0.2966201674072252,"{""type"":""MultiPoint"",""coordinates"":[]}"
332,255,0,63.828864609684565,1,0.14844034230076722,"{""type"":""MultiPoint"",""coordinates"":[]}"
333,289,0,0.0,1,0.26910099933604276,"{""type"":""MultiPoint"",""coordinates"":[]}"
334,287,0,86.39795993805183,1,0.21903551279427505,"{""type"":""MultiPoint"",""coordinates"":[]}"
335,456,0,12.11741051670382,1,1.0211007760189323,"{""type"":""MultiPoint"",""coordinates"":[]}"
336,32,0,0.054502940736711025,1,0.5786696214281537,"{""type"":""MultiPoint"",""coordinates"":[]}"
338,161,0,280.57662706559563,1,0.06659291684143333,"{""type"":""MultiPoint"",""coordinates"":[]}"
341,438,0,290.7997523102895,1,0.9401369820088877,"{""type"":""MultiPoint"",""coordinates"":[]}"
346,670,0,194.2608022567337,1,1.8266212760109568,"{""type"":""MultiPoint"",""coordinates"":[]}"
347,497,0,7.2504373816773295,1,0.31429639066380965,"{""type"":""MultiPoint"",""coordinates"":[]}"
348,342,0,2.5513752838014625,1,0.8526543385631505,"{""type"":""MultiPoint"",""coordinates"":[]}"
349,676,0,5.491899630709698,1,0.904902435075867,"{""type"":""MultiPoint"",""coordinates"":[]}"
350,408,0,322.88469460900774,1,0.757827054105724,"{""type"":""MultiPoint"",""coordinates"":[]}"
353,43,0,376.7855055066684,1,0.0323425882409281,"{""type"":""MultiPoint"",""coordinates"":[]}"
354,921,0,2.987223847769201,1,1.11836241611002,"{""type"":""MultiPoint"",""coordinates"":[]}"
356,470,0,8.768704533232048,1,0.1496688041834452,"{""type"":""MultiPoint"",""coordinates"":[]}"
358,5340,0,14.782006525158067,1,3.720670287038115,"{""type"":""MultiPoint"",""coordinates"":[]}"
359,294,0,262.9994178590708,1,0.7067689229906556,"{""type"":""MultiPoint"",""coordinates"":[]}"
361,1063,0,289.4063767622572,1,9.773250423138188,"{""type"":""MultiPoint"",""coordinates"":[]}"
362,334,0,132.0801438580661,1,0.5134912820042843,"{""type"":""MultiPoint"",""coordinates"":[]}"
363,74,0,193.88372741497614,1,0.0641477204789272,"{""type"":""MultiPoint"",""coordinates"":[]}"
364,498,0,344.3063128079666,1,0.43597965051203147,"{""type"":""MultiPoint"",""coordinates"":[]}"
365,774,0,440.7474121940322,1,2.1986686925515913,"{""type"":""MultiPoint"",""coordinates"":[]}"
368,304,0,0.0386578724719584,1,0.21753762214899305,"{""type"":""MultiPoint"",""coordinates"":[]}"
369,22,0,0.10925437929108739,1,0.08795343442114449,"{""type"":""MultiPoint"",""coordinates"":[]}"
372,260,0,0.17023473605513573,1,0.14492015010905543,"{""type"":""MultiPoint"",""coordinates"":[]}"
373,141,0,0.015986841171979904,1,0.5672061337353825,"{""type"":""MultiPoint"",""coordinates"":[]}"
374,74,0,22.410088619655294,1,0.3041842982098673,"{""type"":""MultiPoint"",""coordinates"":[]}"
375,234,0,103.53298716565769,1,0.08773992093580471,"{""type"":""MultiPoint"",""coordinates"":[]}"
376,105,0,211.85371413258872,1,0.06629248497753674,"{""type"":""MultiPoint"",""coordinates"":[]}"
378,820,0,10.146175139117986,1,0.47889856708374956,"{""type"":""MultiPoint"",""coordinates"":[]}"
379,381,0,339.9360128748733,1,0.43417848907809825,"{""type"":""MultiPoint"",""coordinates"":[]}"
382,102,0,5.114251226186752,1,0.3419450393438209,"{""type"":""MultiPoint"",""coordinates"":[]}"
385,145,0,224.11969168940897,1,0.19296986429416257,"{""type"":""MultiPoint"",""coordinates"":[]}"
386,4,0,0.06382325394952204,1,0.02898408935833211,"{""type"":""MultiPoint"",""coordinates"":[]}"
387,352,0,37.13301880686777,1,0.46069128142468885,"{""type"":""MultiPoint"",""coordinates"":[]}"
388,499,0,19.22675638727378,1,1.4518706022376706,"{""type"":""MultiPoint"",""coordinates"":[]}"
390,1756,0,710.7739916503621,1,19.77980438127564,"{""type"":""MultiPoint"",""coordinates"":[]}"
392,612,0,217.46769715345,1,1.1683902023625297,"{""type"":""MultiPoint"",""coordinates"":[]}"
393,369,0,3.6909476658329368,1,0.4577683954737459,"{""type"":""MultiPoint"",""coordinates"":[]}"
394,303,0,60.384441761238314,1,1.6573396273950942,"{""type"":""MultiPoint"",""coordinates"":[]}"
395,283,0,25.75727897370234,1,0.06664903251072912,"{""type"":""MultiPoint"",""coordinates"":[]}"
396,4843,0,8.743293015402742,1,21.760923681632566,"{""type"":""MultiPoint"",""coordinates"":[]}"
397,319,0,0.0027070585638284683,1,0.498027923671999,"{""type"":""MultiPoint"",""coordinates"":[]}"
